120,48,0.0937,9.5511
121,50,0.0969,9.648
122,39,0.0937,9.7417
123,100,0.2031,9.9448
124,80,0.1719,10.1167
125,100,0.2205,10.3372
126,64,0.1406,10.4778
127,147,0.3125,10.7903
128,55,0.125,10.9153
129,50,0.108,11.0233
130,70,0.1406,11.1639
131,54,0.125,11.2889
132,55,0.1094,11.3983
133,101,0.2031,11.6014
134,151,0.3125,11.9139
135,52,0.1094,12.0233
136,54,0.1094,12.1327
137,67,0.1524,12.2851
138,87,0.186,12.4711
139,104,0.2101,12.6812
140,77,0.1719,12.8531
141,72,0.1549,13.008
142,84,0.1875,13.1955
143,79,0.1719,13.3674
144,104,0.2187,13.5861
145,88,0.1895,13.7756
146,69,0.1406,13.9162
147,97,0.2031,14.1193
148,77,0.1719,14.2912
149,110,0.2343,14.5255
150,122,0.25,14.7755
151,165,0.342,15.1175
152,61,0.125,15.2425
153,112,0.2187,15.4612
154,146,0.3125,15.7737
155,168,0.3437,16.1174
156,77,0.1563,16.2737
157,139,0.2779,16.5516
158,173,0.3437,16.8953
159,126,0.2656,17.1609
160,110,0.2196,17.3805
161,326,0.6563,18.0368
162,247,0.5156,18.5524
163,90,0.1875,18.7399
164,418,0.854,19.5939
165,145,0.2965,19.8904
166,218,0.4375,20.3279
167,163,0.3445,20.6724
168,106,0.2187,20.8911
169,107,0.2187,21.1098
170,113,0.2344,21.3442
171,73,0.1562,21.5004
172,96,0.2031,21.7035
173,127,0.2552,21.9587
174,177,0.352,22.3107
175,169,0.3437,22.6544
176,141,0.2955,22.9499
177,127,0.2656,23.2155
178,157,0.3281,23.5436
179,121,0.2504,23.794
180,107,0.2187,24.0127
181,129,0.2812,24.2939
182,107,0.2193,24.5132
183,96,0.1875,24.7007
184,58,0.1094,24.8101
185,96,0.2031,25.0132
186,77,0.1583,25.1715
187,87,0.1875,25.359
188,60,0.1094,25.4684
189,56,0.125,25.5934
190,74,0.1531,25.7465
191,74,0.1562,25.9027
192,92,0.2031,26.1058
193,112,0.2188,26.3246
194,118,0.25,26.5746
195,124,0.25,26.8246
196,158,0.3325,27.1571
197,203,0.4219,27.579
198,160,0.3281,27.9071
199,199,0.4063,28.3134
200,188,0.3906,28.704
201,105,0.2342,28.9382
202,13,0.0313,28.9695
203,22,0.0469,29.0164
204,17,0.0313,29.0477
205,13,0.0156,29.0633
206,7,0.0156,29.0789
207,17,0.0469,29.1258
208,9,0.0156,29.1414
209,10,0.0156,29.157
210,9,0.0312,29.1882
211,11,0.0312,29.2194
212,18,0.0469,29.2663
213,12,0.0156,29.2819
214,13,0.0313,29.3132
215,36,0.0781,29.3913
216,68,0.1406,29.5319
217,208,0.4219,29.9538
218,15,0.0312,29.985
219,26,0.0625,30.0475
220,21,0.0469,30.0944
221,56,0.125,30.2194
222,88,0.1875,30.4069
223,88,0.1931,30.6
224,21,0.0469,30.6469
225,105,0.2187,30.8656
226,120,0.2589,31.1245
227,152,0.2969,31.4214
228,195,0.4033,31.8247
229,257,0.5313,32.356
230,382,0.7843,33.1403
231,408,0.8238,33.9641
232,288,0.5828,34.5469
233,500,1.0114,35.5583
234,326,0.657,36.2153
235,500,1.0194,37.2347
236,500,1.0125,38.2472
237,500,1.0163,39.2635
238,500,1.0138,40.2773
239,500,1.0041,41.2814
240,500,1.011,42.2924
241,500,1.0162,43.3086
242,500,1.0127,44.3213
243,500,1.0353,45.3566
244,330,0.6833,46.0399
245,500,1.032,47.0719
246,443,0.9224,47.9943
247,118,0.25,48.2443
248,218,0.4558,48.7001
249,108,0.2187,48.9188
250,29,0.0625,48.9813
251,26,0.0625,49.0438
252,39,0.0781,49.1219
253,104,0.2188,49.3407
254,101,0.2031,49.5438
255,115,0.2489,49.7927
256,110,0.2187,50.0114
257,119,0.25,50.2614
258,117,0.247,50.5084
259,103,0.2031,50.7115
260,108,0.2188,50.9303
261,41,0.0781,51.0084
262,103,0.2188,51.2272
263,104,0.2173,51.4445
264,96,0.2066,51.6511
265,122,0.25,51.9011
266,181,0.3746,52.2757
267,164,0.3437,52.6194
268,194,0.4072,53.0266
269,225,0.4757,53.5023
270,222,0.4627,53.965
271,462,0.9492,54.9142
272,500,1.0265,55.9407
273,500,1.0404,56.9811
274,500,1.0314,58.0125
275,500,1.0165,59.029
276,500,1.0492,60.0782
277,500,1.032,61.1102
278,500,1.0157,62.1259
279,500,1.0124,63.1383
280,500,1.0499,64.1882
