0,9,0.9352,0.9352
1,33,0.0781,1.0133
2,10,0.0312,1.0445
3,17,0.0312,1.0757
4,12,0.0312,1.1069
5,7,0.0312,1.1381
6,24,0.0625,1.2006
7,10,0.0312,1.2318
8,10,0.0312,1.263
9,28,0.0625,1.3255
10,33,0.0793,1.4048
11,13,0.0156,1.4204
12,9,0.0312,1.4516
13,12,0.0312,1.4828
14,21,0.0469,1.5297
15,27,0.0469,1.5766
16,11,0.0312,1.6078
17,9,0.0156,1.6234
18,10,0.0156,1.639
19,24,0.0469,1.6859
20,48,0.1094,1.7953
21,9,0.0312,1.8265
22,21,0.0601,1.8866
23,15,0.0312,1.9178
24,18,0.0312,1.949
25,15,0.0312,1.9802
26,9,0.0312,2.0114
27,11,0.0156,2.027
28,32,0.0781,2.1051
29,9,0.0156,2.1207
30,12,0.0156,2.1363
31,24,0.0625,2.1988
32,24,0.0625,2.2613
33,35,0.0781,2.3394
34,19,0.0469,2.3863
35,17,0.0312,2.4175
36,24,0.0469,2.4644
37,21,0.0469,2.5113
38,17,0.0312,2.5425
39,13,0.0312,2.5737
40,14,0.0312,2.6049
41,8,0.0156,2.6205
42,26,0.0625,2.683
43,25,0.0469,2.7299
44,28,0.0469,2.7768
45,44,0.0937,2.8705
46,24,0.0469,2.9174
47,24,0.0661,2.9835
48,12,0.0312,3.0147
49,26,0.0469,3.0616
50,11,0.0312,3.0928
51,10,0.0156,3.1084
52,20,0.0469,3.1553
53,48,0.0938,3.2491
54,26,0.0625,3.3116
55,40,0.0781,3.3897
56,34,0.0781,3.4678
57,22,0.0415,3.5093
58,51,0.1094,3.6187
59,40,0.0781,3.6968
60,23,0.0469,3.7437
61,30,0.0625,3.8062
62,28,0.0625,3.8687
63,30,0.0625,3.9312
64,39,0.0781,4.0093
65,27,0.0615,4.0708
66,24,0.0625,4.1333
67,61,0.125,4.2583
68,32,0.0625,4.3208
69,40,0.0937,4.4145
70,28,0.0625,4.477
71,17,0.0312,4.5082
72,27,0.0625,4.5707
73,20,0.0469,4.6176
74,33,0.0625,4.6801
75,57,0.125,4.8051
76,28,0.0625,4.8676
77,24,0.0469,4.9145
78,27,0.0625,4.977
79,21,0.0469,5.0239
80,37,0.0781,5.102
81,27,0.0663,5.1683
82,36,0.0781,5.2464
83,42,0.0937,5.3401
84,43,0.0937,5.4338
85,28,0.0625,5.4963
86,56,0.125,5.6213
87,103,0.2146,5.8359
88,59,0.125,5.9609
89,35,0.0781,6.039
90,22,0.0469,6.0859
91,64,0.125,6.2109
92,52,0.1094,6.3203
93,45,0.0937,6.414
94,88,0.1731,6.5871
95,51,0.1094,6.6965
96,49,0.1094,6.8059
97,29,0.0625,6.8684
98,35,0.0625,6.9309
99,53,0.1094,7.0403
100,61,0.1267,7.167
101,65,0.1406,7.3076
102,23,0.0469,7.3545
103,54,0.1094,7.4639
104,47,0.1094,7.5733
105,34,0.0625,7.6358
106,84,0.1719,7.8077
107,75,0.1563,7.964
108,33,0.0625,8.0265
109,54,0.125,8.1515
110,50,0.1094,8.2609
111,73,0.1548,8.4157
112,80,0.1719,8.5876
113,71,0.1563,8.7439
114,45,0.0937,8.8376
115,73,0.1562,8.9938
116,76,0.1562,9.15
117,68,0.1406,9.2906
118,41,0.0887,9.3793
119,36,0.0781,9.4574
